message_id,user_id,created_at_utc,message,"Right now, I feel satisfied with myself","Right now, I have a positive attitude towards myself","Right now, I feel I have a number of good qualities",Remove
1252044245998768128,1597553156,2020-04-20 1:19:44,@westernhaikus_ Bleach Blonde is grossly underrated.,50,50,50,0
1248813570005049348,38668643,2020-04-11 3:22:11,@yourDESTinee_xo You about that wax life? I’m scared lol,50,50,50,0
1240108817037144065,24029595,2020-03-18 0:00:00,Ayyy me and @PIZZABROFACE made a lil show ? watch this streaming now on,50,50,50,0
1237866157639471105,70471502,2020-03-11 0:00:00,@AlexBWall @joncoopertweets Complicit.,50,50,50,0
1241167497027637248,787812376712245248,2020-03-21 0:59:25,@UncleBob56 @blade_funner The Game of Life. nnIt sucks.,50,50,50,0
1238419135446556675,1066125738888372229,2020-03-13 10:58:25,ig we still listening to leaksðŸ¥º,50,50,50,0
1245362266104619009,961896077732478976,2020-04-01 14:47:56,@muskpuppy I've been waiting for this content for SO LONG 😭💞💦,50,50,50,0
1242655670400438273,53310809,2020-03-25 3:32:53,@Autumn__Painter Wow that's amazing Autumn!,50,50,50,0
1245003273511170049,2953905815,2020-03-31 15:01:26,@JeffreyGuterman @realDonaldTrump @FBI Good description. His lack of action amounts to murder...,50,50,50,0
1240865749054320640,2505695598,2020-03-20 5:00:23,"@Seese66 It’s official, Melissa is wildin out on the timeline",50,50,50,0
1250833877217751040,171531412,2020-04-16 17:10:10,"@kane_mike I agree. You can order the National Guard to close down a Walmart, but you can't call out the Guard to make it re-open. People will go back out when they think it's safe regardless of bloviations by Wall Street or politicians. The end.",70,70,70,0
1234331098127073280,918474070315765761,2020-03-02 4:14:01,Bernie was in San Jose and I couldnâ€™t go ðŸ˜” I didnâ€™t even know there was a Bernie rally ðŸ¤¡,50,50,50,0
1239988915659931648,37981115,2020-03-17 0:00:00,The kings table 2-0 on the day We get the first half we hit the under we’ve got parlays going we’ve got games till…,50,50,50,0
1238604802373763073,49710151,2020-03-13 23:16:11,As the #COVID19 outbreak continues we want to reassure you that we are committed to business continuity and security. Please read our letter that went out to all our customers.,50,50,50,0
1244731381428686848,16255254,2020-03-30 21:01:01,????????!nn@steak_umm continues to do good on and offline!nn#SMprofs,50,50,50,0
1244125120865677312,136216188,2020-03-29 4:51:58,Finally fix my name on here #itsabouttime,50,50,50,0
1252277066868969472,843402115062140929,2020-04-20 16:44:53,@kfcgaming I wish,,,,1
1245564442005377030,1944501054,2020-04-02 4:11:19,I am drawing out my comic & im having so much fun drawing my character Lucas he’s just a big babie,50,50,50,0
1248156547252920320,845622330248318976,2020-04-09 7:51:25,Should you believe what a person says when they’re drunk?,50,50,50,0
1236787671562891271,50521295,2020-03-08 0:00:00,All I’m suppose to do is Run milesWorkStay Cleanand Mind my business. nnAlso shop and.................nnEverything else is Null and Void.,30,30,30,0
1239731185221279747,983330634,2020-03-17 1:52:02,"if we the workers of this country die, the elite will suffer, and they will not like it, but we won’t be around to know if they regret it; a new pascal’s wager",30,30,30,0
1249773833600540681,369828299,2020-04-13 18:57:56,RT @aedwardslevy: en–dorsementnem—dorsement,,,,1
1251577163842760706,724801216379686912,2020-04-18 18:23:43,I rarely do clubs n bars so i kno y’all hurtin 🥱🌚🌚,60,60,60,0
1237046274039451650,1226262953386807297,2020-03-09 16:03:09,@slidearound @dvpetea That's a good thing ?,,,,1
1237742168980303879,2493531398,2020-03-11 14:08:23,@fresnobetty @LondonOutlander @RoyalCentral And I’m guessing u have on rose colored glasses or is it just naïveté.,50,50,50,0
1241821130132008962,503743998,2020-03-22 20:16:44,@jaydadoc @_niColeebby @trulyKaprese_ Smh,50,50,50,0
1241961873920024576,1181476515009064960,2020-03-23 5:35:59,@voywithluv Aku only Army blossom,50,50,50,0
1248868869252329473,136142695,2020-04-11 7:01:55,Make sure you check this out before you call it a night Zoomin (feat. Eman High & Ace) - Single by Shimsu,50,50,50,0
1246147620491444224,506813302,2020-04-03 18:48:39,RT @yaboiialeksey18: Mavericks legend rajon rondo,50,50,50,0
1240444463673151490,239694274,2020-03-19 1:06:21,@McKayLove_ Awh shit I forgot about him lol,50,50,50,0
1254582924416110594,954548136965562368,2020-04-27 1:27:32,#90DaysFianceBeforeThe90Days. Omg Ed you big baby stop the whinning and complaining I can't take it anymore you act like a girl,30,30,30,0
1248631542299189249,946086002,2020-04-10 15:18:52,@B_Hart239 Greenn$Jkoger36,,,,1
1247652628336644106,1166162614038056960,2020-04-07 22:29:01,People are scared of me when I walk thru the airport lmao ?,50,50,50,0
1251700082166108162,3057715162,2020-04-19 2:32:09,"Ah shit now I’m listening to car radio it’s over for me and you, hos",60,60,60,0
1250035124730724352,15980733,2020-04-14 12:16:12,@Bloniaszcaroly1 @Morning_Joe Wow fuck face like you has 120 followers who you were so cool… Get a job,30,30,30,0
1244424636592521217,386751899,2020-03-30 0:42:08,"""RT @KasieDC: “Yamiche Alcindor is a consummate professional. She is a world-class journalist… She also gets under the president's skin because she asks probing & direct questions time & again at the briefings.” @PhilipRucker on President Trump telling @Yamiche’s to “be nice""""",70,70,70,0
1247005821726339073,838167543051399168,2020-04-06 3:38:50,@__Taaliyah @Mau_riicee Yess bby ???,50,50,50,0
1243722193621508098,1166304054,2020-03-28 0:00:00,Imagine not giving a fuck LOL,50,50,50,0
1249173023971737602,3919833747,2020-04-12 3:10:32,"@Madalynjoness At comfort we make the base with tomato puree, a blend of like 8 herbs&spices, and sriracha, and then the cocktail is made with vodka (garnished with peppers, deli cuts, bacon, cheese, jalapenos, whatever u like)",30,30,30,0
1241090094200750085,2283021867,2020-03-20 0:00:00,all the buzzing buddies are back on the bullshit out here trynna pollinate me & whatnot... Spring is on heavy,50,50,50,0
1241178769748090880,16124834,2020-03-21 1:44:13,"@karasmarsh Ah bummer, Target might still stock 3DS systems? The games will all be in the virtual store.",50,50,50,0
1243617643405488130,3284903526,2020-03-27 19:15:26,Nothing more annoying than people who talk a big game. But never act on it. Flakey ass people,50,50,50,0
1255675734116503552,32468092,2020-04-30 1:49:58,@Bethany_France2 @CLCorrell1 @RealCandaceO Was going to say something true but decided not to make you cry,50,50,50,0
1238824003554267136,763138206472613888,2020-03-14 13:47:13,@egbhoops Top kid will never have problems finding a place to play,50,50,50,0
1250786968532914177,1128288079574384641,2020-04-16 14:03:46,Anoche nos pusimos a hacer entrenamiento funcional con las chicas y mamaaaaaaa este cuerpito quedo destruido,,,,1
1242976387264282624,1120542219788853248,2020-03-26 0:47:18,That was very tongue in cheek ngl nnot cool,50,50,50,0
1247345717401849856,338392753,2020-04-07 2:09:28,@lutz517 @AlexLange3 that's the one lol,50,50,50,0
1239790757537550338,1030654211082608640,2020-03-17 5:48:45,"@vantic7 Who had the best aim back on season 1-7? BOTS! EVERYONE WAS SCARED OF NO SKINS BECAUSE THEY BEAMED! but why is that? Because they spent most of the time in a fight shooting and less time building, editing, or reseting. Its all about playstyle.",50,50,50,0
1248106869647794177,2655089473,2020-04-09 4:34:01,"Thank you, Bernie.",50,50,50,0
1238185690921385986,15970457,2020-03-12 0:00:00,Really hoping that me monthly Everybody Eats Dip Out Of a Big Bowl With Their Bare Fingers Club isn't cancelled. March is French Onion.,50,50,50,0
1243166720119820293,980970498,2020-03-26 13:23:37,RT @jeremyscahill: Anyone who doesn’t see this pandemic as a desperate warning to all of us that we need Medicare for All that we must stop collectively punishing other societies’ civilians with economic sanctions has no heart.,30,30,30,0
1250268833329434624,1076490939592515584,2020-04-15 3:44:53,Saint or sinner no in between,80,80,80,0
1244714551221739520,2448339019,2020-03-30 19:54:09,@nascarwoman68 Funds to sue them since our contract is under U.K. jurisdiction.,50,50,50,0
1245877370323521536,132769395,2020-04-03 0:54:47,@NDCZ Same here. I went through stages on what my favorite song is. I love Show Yourself the most right now,50,50,50,0
1245554102152675329,4833363072,2020-04-02 3:30:13,@RileyDoghouse77 @AtheistRepublic I don’t feel the need to validate myself to you though so it would be a weird question to ask lol,50,50,50,0
1250959268460793867,306543421,2020-04-17 1:28:25,Why babies ain’t already 9 months old when they born 🤔,90,90,90,0
1239370660943745024,3686577197,2020-03-16 1:59:26,deff did not stock up enough on seltzer,50,50,50,0
